"АРМ ""Ресурс"", Версия 4.9.5 build 17058 сборка от 2025-04-16";;;
;;;
Экспорт истории расхода счётчиков;;;
;;;
Выбранная начальная дата:;01.01.2025;;
02.07.2025 00:00:00;1;19,190;
02.07.2025 00:00:00;2;0,443;
02.07.2025 00:00:00;3;0,000;
02.07.2025 00:00:00;4;0,000;
03.07.2025 00:00:00;1;19,261;
03.07.2025 00:00:00;2;0,443;
03.07.2025 00:00:00;3;0,000;
03.07.2025 00:00:00;4;0,000;
04.07.2025 00:00:00;1;19,319;
04.07.2025 00:00:00;2;0,443;
04.07.2025 00:00:00;3;0,000;
04.07.2025 00:00:00;4;0,000;
05.07.2025 00:00:00;1;19,447;
05.07.2025 00:00:00;2;0,443;
05.07.2025 00:00:00;3;0,000;
05.07.2025 00:00:00;4;0,000;
06.07.2025 00:00:00;1;19,447;
06.07.2025 00:00:00;2;0,443;
06.07.2025 00:00:00;3;0,000;
06.07.2025 00:00:00;4;0,000;
07.07.2025 00:00:00;1;19,447;
07.07.2025 00:00:00;2;0,443;
07.07.2025 00:00:00;3;0,000;
07.07.2025 00:00:00;4;0,000;
08.07.2025 00:00:00;1;21,151;
08.07.2025 00:00:00;2;0,443;
08.07.2025 00:00:00;3;0,000;
08.07.2025 00:00:00;4;0,000;
09.07.2025 00:00:00;1;21,151;
09.07.2025 00:00:00;2;0,443;
09.07.2025 00:00:00;3;0,000;
09.07.2025 00:00:00;4;0,000;
10.07.2025 00:00:00;1;21,151;
10.07.2025 00:00:00;2;0,443;
10.07.2025 00:00:00;3;0,000;
10.07.2025 00:00:00;4;0,000;
11.07.2025 00:00:00;1;21,331;
11.07.2025 00:00:00;2;0,443;
11.07.2025 00:00:00;3;0,000;
11.07.2025 00:00:00;4;0,000;
12.07.2025 00:00:00;1;21,331;
12.07.2025 00:00:00;2;0,443;
12.07.2025 00:00:00;3;0,000;
12.07.2025 00:00:00;4;0,000;
13.07.2025 00:00:00;1;21,331;
13.07.2025 00:00:00;2;0,443;
13.07.2025 00:00:00;3;0,000;
13.07.2025 00:00:00;4;0,000;
14.07.2025 00:00:00;1;21,331;
14.07.2025 00:00:00;2;0,443;
14.07.2025 00:00:00;3;0,000;
14.07.2025 00:00:00;4;0,000;
15.07.2025 00:00:00;1;21,331;
15.07.2025 00:00:00;2;0,443;
15.07.2025 00:00:00;3;0,000;
15.07.2025 00:00:00;4;0,000;
16.07.2025 00:00:00;1;21,331;
16.07.2025 00:00:00;2;0,443;
16.07.2025 00:00:00;3;0,000;
16.07.2025 00:00:00;4;0,000;
17.07.2025 00:00:00;1;21,331;
17.07.2025 00:00:00;2;0,443;
17.07.2025 00:00:00;3;0,000;
17.07.2025 00:00:00;4;0,000;
18.07.2025 00:00:00;1;21,331;
18.07.2025 00:00:00;2;0,443;
18.07.2025 00:00:00;3;0,000;
18.07.2025 00:00:00;4;0,000;
19.07.2025 00:00:00;1;21,331;
19.07.2025 00:00:00;2;0,443;
19.07.2025 00:00:00;3;0,000;
19.07.2025 00:00:00;4;0,000;
20.07.2025 00:00:00;1;21,331;
20.07.2025 00:00:00;2;0,443;
20.07.2025 00:00:00;3;0,000;
20.07.2025 00:00:00;4;0,000;
21.07.2025 00:00:00;1;21,331;
21.07.2025 00:00:00;2;0,443;
21.07.2025 00:00:00;3;0,000;
21.07.2025 00:00:00;4;0,000;
22.07.2025 00:00:00;1;21,331;
22.07.2025 00:00:00;2;0,443;
22.07.2025 00:00:00;3;0,000;
22.07.2025 00:00:00;4;0,000;
23.07.2025 00:00:00;1;21,331;
23.07.2025 00:00:00;2;0,443;
23.07.2025 00:00:00;3;0,000;
23.07.2025 00:00:00;4;0,000;
24.07.2025 00:00:00;1;21,331;
24.07.2025 00:00:00;2;0,443;
24.07.2025 00:00:00;3;0,000;
24.07.2025 00:00:00;4;0,000;
25.07.2025 00:00:00;1;21,485;
25.07.2025 00:00:00;2;0,443;
25.07.2025 00:00:00;3;0,000;
25.07.2025 00:00:00;4;0,000;
26.07.2025 00:00:00;1;21,485;
26.07.2025 00:00:00;2;0,443;
26.07.2025 00:00:00;3;0,000;
26.07.2025 00:00:00;4;0,000;
27.07.2025 00:00:00;1;21,485;
27.07.2025 00:00:00;2;0,443;
27.07.2025 00:00:00;3;0,000;
27.07.2025 00:00:00;4;0,000;
28.07.2025 00:00:00;1;21,485;
28.07.2025 00:00:00;2;0,443;
28.07.2025 00:00:00;3;0,000;
28.07.2025 00:00:00;4;0,000;
29.07.2025 00:00:00;1;21,485;
29.07.2025 00:00:00;2;0,443;
29.07.2025 00:00:00;3;0,000;
29.07.2025 00:00:00;4;0,000;
30.07.2025 00:00:00;1;21,485;
30.07.2025 00:00:00;2;0,443;
30.07.2025 00:00:00;3;0,000;
30.07.2025 00:00:00;4;0,000;
31.07.2025 00:00:00;1;21,485;
31.07.2025 00:00:00;2;0,443;
31.07.2025 00:00:00;3;0,000;
31.07.2025 00:00:00;4;0,000;
01.08.2025 00:00:00;1;21,485;
01.08.2025 00:00:00;2;0,443;
01.08.2025 00:00:00;3;0,000;
01.08.2025 00:00:00;4;0,000;
02.08.2025 00:00:00;1;21,485;
02.08.2025 00:00:00;2;0,443;
02.08.2025 00:00:00;3;0,000;
02.08.2025 00:00:00;4;0,000;
03.08.2025 00:00:00;1;21,486;
03.08.2025 00:00:00;2;0,443;
03.08.2025 00:00:00;3;0,000;
03.08.2025 00:00:00;4;0,000;
04.08.2025 00:00:00;1;21,486;
04.08.2025 00:00:00;2;0,443;
04.08.2025 00:00:00;3;0,000;
04.08.2025 00:00:00;4;0,000;
05.08.2025 00:00:00;1;21,486;
05.08.2025 00:00:00;2;0,443;
05.08.2025 00:00:00;3;0,000;
05.08.2025 00:00:00;4;0,000;
06.08.2025 00:00:00;1;21,486;
06.08.2025 00:00:00;2;0,443;
06.08.2025 00:00:00;3;0,000;
06.08.2025 00:00:00;4;0,000;
07.08.2025 00:00:00;1;23,663;
07.08.2025 00:00:00;2;0,443;
07.08.2025 00:00:00;3;0,000;
07.08.2025 00:00:00;4;0,000;
08.08.2025 00:00:00;1;23,663;
08.08.2025 00:00:00;2;0,443;
08.08.2025 00:00:00;3;0,000;
08.08.2025 00:00:00;4;0,000;
09.08.2025 00:00:00;1;24,779;
09.08.2025 00:00:00;2;0,443;
09.08.2025 00:00:00;3;0,000;
09.08.2025 00:00:00;4;0,000;
10.08.2025 00:00:00;1;0,000;
10.08.2025 00:00:00;2;0,000;
10.08.2025 00:00:00;3;0,000;
10.08.2025 00:00:00;4;0,000;
11.08.2025 00:00:00;1;0,000;
11.08.2025 00:00:00;2;0,000;
11.08.2025 00:00:00;3;0,000;
11.08.2025 00:00:00;4;0,000;
12.08.2025 00:00:00;1;0,000;
12.08.2025 00:00:00;2;0,000;
12.08.2025 00:00:00;3;0,000;
12.08.2025 00:00:00;4;0,000;
13.08.2025 00:00:00;1;25,218;
13.08.2025 00:00:00;2;0,443;
13.08.2025 00:00:00;3;0,000;
13.08.2025 00:00:00;4;0,000;
14.08.2025 00:00:00;1;25,218;
14.08.2025 00:00:00;2;0,443;
14.08.2025 00:00:00;3;0,000;
14.08.2025 00:00:00;4;0,000;
15.08.2025 00:00:00;1;25,218;
15.08.2025 00:00:00;2;0,443;
15.08.2025 00:00:00;3;0,000;
15.08.2025 00:00:00;4;0,000;
16.08.2025 00:00:00;1;25,218;
16.08.2025 00:00:00;2;0,443;
16.08.2025 00:00:00;3;0,000;
16.08.2025 00:00:00;4;0,000;
17.08.2025 00:00:00;1;25,321;
17.08.2025 00:00:00;2;0,443;
17.08.2025 00:00:00;3;0,000;
17.08.2025 00:00:00;4;0,000;
18.08.2025 00:00:00;1;25,321;
18.08.2025 00:00:00;2;0,443;
18.08.2025 00:00:00;3;0,000;
18.08.2025 00:00:00;4;0,000;
19.08.2025 00:00:00;1;25,321;
19.08.2025 00:00:00;2;0,443;
19.08.2025 00:00:00;3;0,000;
19.08.2025 00:00:00;4;0,000;
20.08.2025 00:00:00;1;25,321;
20.08.2025 00:00:00;2;0,443;
20.08.2025 00:00:00;3;0,000;
20.08.2025 00:00:00;4;0,000;
23.08.2025 00:00:00;1;0,000;
23.08.2025 00:00:00;2;0,000;
23.08.2025 00:00:00;3;0,000;
23.08.2025 00:00:00;4;0,000;
24.08.2025 00:00:00;1;0,000;
24.08.2025 00:00:00;2;0,000;
24.08.2025 00:00:00;3;0,000;
24.08.2025 00:00:00;4;0,000;
25.08.2025 00:00:00;1;0,000;
25.08.2025 00:00:00;2;0,000;
25.08.2025 00:00:00;3;0,000;
25.08.2025 00:00:00;4;0,000;
26.08.2025 00:00:00;1;25,832;
26.08.2025 00:00:00;2;0,443;
26.08.2025 00:00:00;3;0,000;
26.08.2025 00:00:00;4;0,000;
27.08.2025 00:00:00;1;26,133;
27.08.2025 00:00:00;2;0,443;
27.08.2025 00:00:00;3;0,000;
27.08.2025 00:00:00;4;0,000;
28.08.2025 00:00:00;1;26,245;
28.08.2025 00:00:00;2;0,443;
28.08.2025 00:00:00;3;0,000;
28.08.2025 00:00:00;4;0,000;
29.08.2025 00:00:00;1;26,279;
29.08.2025 00:00:00;2;0,443;
29.08.2025 00:00:00;3;0,000;
29.08.2025 00:00:00;4;0,000;
30.08.2025 00:00:00;1;26,279;
30.08.2025 00:00:00;2;0,443;
30.08.2025 00:00:00;3;0,000;
30.08.2025 00:00:00;4;0,000;
31.08.2025 00:00:00;1;26,279;
31.08.2025 00:00:00;2;0,443;
31.08.2025 00:00:00;3;0,000;
31.08.2025 00:00:00;4;0,000;
01.09.2025 00:00:00;1;26,279;
01.09.2025 00:00:00;2;0,443;
01.09.2025 00:00:00;3;0,000;
01.09.2025 00:00:00;4;0,000;
02.09.2025 00:00:00;1;26,279;
02.09.2025 00:00:00;2;0,443;
02.09.2025 00:00:00;3;0,000;
02.09.2025 00:00:00;4;0,000;
03.09.2025 00:00:00;1;26,408;
03.09.2025 00:00:00;2;0,443;
03.09.2025 00:00:00;3;0,000;
03.09.2025 00:00:00;4;0,000;
04.09.2025 00:00:00;1;27,283;
04.09.2025 00:00:00;2;0,443;
04.09.2025 00:00:00;3;0,000;
04.09.2025 00:00:00;4;0,000;
05.09.2025 00:00:00;1;27,409;
05.09.2025 00:00:00;2;0,443;
05.09.2025 00:00:00;3;0,000;
05.09.2025 00:00:00;4;0,000;
06.09.2025 00:00:00;1;27,409;
06.09.2025 00:00:00;2;0,443;
06.09.2025 00:00:00;3;0,000;
06.09.2025 00:00:00;4;0,000;
07.09.2025 00:00:00;1;27,409;
07.09.2025 00:00:00;2;0,443;
07.09.2025 00:00:00;3;0,000;
07.09.2025 00:00:00;4;0,000;
08.09.2025 00:00:00;1;27,409;
08.09.2025 00:00:00;2;0,443;
08.09.2025 00:00:00;3;0,000;
08.09.2025 00:00:00;4;0,000;
09.09.2025 00:00:00;1;27,409;
09.09.2025 00:00:00;2;0,443;
09.09.2025 00:00:00;3;0,000;
09.09.2025 00:00:00;4;0,000;
10.09.2025 00:00:00;1;27,409;
10.09.2025 00:00:00;2;0,443;
10.09.2025 00:00:00;3;0,000;
10.09.2025 00:00:00;4;0,000;
11.09.2025 00:00:00;1;27,409;
11.09.2025 00:00:00;2;0,443;
11.09.2025 00:00:00;3;0,000;
11.09.2025 00:00:00;4;0,000;
12.09.2025 00:00:00;1;27,409;
12.09.2025 00:00:00;2;0,443;
12.09.2025 00:00:00;3;0,000;
12.09.2025 00:00:00;4;0,000;
13.09.2025 00:00:00;1;27,409;
13.09.2025 00:00:00;2;0,443;
13.09.2025 00:00:00;3;0,000;
13.09.2025 00:00:00;4;0,000;
14.09.2025 00:00:00;1;27,409;
14.09.2025 00:00:00;2;0,443;
14.09.2025 00:00:00;3;0,000;
14.09.2025 00:00:00;4;0,000;
15.09.2025 00:00:00;1;27,409;
15.09.2025 00:00:00;2;0,443;
15.09.2025 00:00:00;3;0,000;
15.09.2025 00:00:00;4;0,000;
16.09.2025 00:00:00;1;27,409;
16.09.2025 00:00:00;2;0,443;
16.09.2025 00:00:00;3;0,000;
16.09.2025 00:00:00;4;0,000;
17.09.2025 00:00:00;1;27,409;
17.09.2025 00:00:00;2;0,443;
17.09.2025 00:00:00;3;0,000;
17.09.2025 00:00:00;4;0,000;
18.09.2025 00:00:00;1;27,409;
18.09.2025 00:00:00;2;0,443;
18.09.2025 00:00:00;3;0,000;
18.09.2025 00:00:00;4;0,000;
19.09.2025 00:00:00;1;27,409;
19.09.2025 00:00:00;2;0,443;
19.09.2025 00:00:00;3;0,000;
19.09.2025 00:00:00;4;0,000;
20.09.2025 00:00:00;1;27,409;
20.09.2025 00:00:00;2;0,443;
20.09.2025 00:00:00;3;0,000;
20.09.2025 00:00:00;4;0,000;
21.09.2025 00:00:00;1;27,409;
21.09.2025 00:00:00;2;0,443;
21.09.2025 00:00:00;3;0,000;
21.09.2025 00:00:00;4;0,000;
22.09.2025 00:00:00;1;27,533;
22.09.2025 00:00:00;2;0,443;
22.09.2025 00:00:00;3;0,000;
22.09.2025 00:00:00;4;0,000;
24.09.2025 00:00:00;1;28,103;
24.09.2025 00:00:00;2;0,443;
24.09.2025 00:00:00;3;0,000;
24.09.2025 00:00:00;4;0,000;
25.09.2025 00:00:00;1;28,475;
25.09.2025 00:00:00;2;0,443;
25.09.2025 00:00:00;3;0,000;
25.09.2025 00:00:00;4;0,000;
26.09.2025 00:00:00;1;28,662;
26.09.2025 00:00:00;2;0,443;
26.09.2025 00:00:00;3;0,000;
26.09.2025 00:00:00;4;0,000;
27.09.2025 00:00:00;1;28,865;
27.09.2025 00:00:00;2;0,443;
27.09.2025 00:00:00;3;0,000;
27.09.2025 00:00:00;4;0,000;
28.09.2025 00:00:00;1;28,941;
28.09.2025 00:00:00;2;0,443;
28.09.2025 00:00:00;3;0,000;
28.09.2025 00:00:00;4;0,000;
29.09.2025 00:00:00;1;29,085;
29.09.2025 00:00:00;2;0,443;
29.09.2025 00:00:00;3;0,000;
29.09.2025 00:00:00;4;0,000;
30.09.2025 00:00:00;1;29,296;
30.09.2025 00:00:00;2;0,443;
30.09.2025 00:00:00;3;0,000;
30.09.2025 00:00:00;4;0,000;
01.10.2025 00:00:00;1;29,484;
01.10.2025 00:00:00;2;0,443;
01.10.2025 00:00:00;3;0,000;
01.10.2025 00:00:00;4;0,000;
02.10.2025 00:00:00;1;29,542;
02.10.2025 00:00:00;2;0,443;
02.10.2025 00:00:00;3;0,000;
02.10.2025 00:00:00;4;0,000;
03.10.2025 00:00:00;1;29,962;
03.10.2025 00:00:00;2;0,443;
03.10.2025 00:00:00;3;0,000;
03.10.2025 00:00:00;4;0,000;
04.10.2025 00:00:00;1;30,081;
04.10.2025 00:00:00;2;0,443;
04.10.2025 00:00:00;3;0,000;
04.10.2025 00:00:00;4;0,000;
05.10.2025 00:00:00;1;30,081;
05.10.2025 00:00:00;2;0,443;
05.10.2025 00:00:00;3;0,000;
05.10.2025 00:00:00;4;0,000;
06.10.2025 00:00:00;1;30,081;
06.10.2025 00:00:00;2;0,443;
06.10.2025 00:00:00;3;0,000;
06.10.2025 00:00:00;4;0,000;
07.10.2025 00:00:00;1;30,114;
07.10.2025 00:00:00;2;0,443;
07.10.2025 00:00:00;3;0,000;
07.10.2025 00:00:00;4;0,000;
08.10.2025 00:00:00;1;30,118;
08.10.2025 00:00:00;2;0,443;
08.10.2025 00:00:00;3;0,000;
08.10.2025 00:00:00;4;0,000;
09.10.2025 00:00:00;1;30,237;
09.10.2025 00:00:00;2;0,443;
09.10.2025 00:00:00;3;0,000;
09.10.2025 00:00:00;4;0,000;
10.10.2025 00:00:00;1;30,239;
10.10.2025 00:00:00;2;0,443;
10.10.2025 00:00:00;3;0,000;
10.10.2025 00:00:00;4;0,000;
11.10.2025 00:00:00;1;30,256;
11.10.2025 00:00:00;2;0,443;
11.10.2025 00:00:00;3;0,000;
11.10.2025 00:00:00;4;0,000;
12.10.2025 00:00:00;1;30,256;
12.10.2025 00:00:00;2;0,443;
12.10.2025 00:00:00;3;0,000;
12.10.2025 00:00:00;4;0,000;
13.10.2025 00:00:00;1;30,256;
13.10.2025 00:00:00;2;0,443;
13.10.2025 00:00:00;3;0,000;
13.10.2025 00:00:00;4;0,000;
14.10.2025 00:00:00;1;30,322;
14.10.2025 00:00:00;2;0,443;
14.10.2025 00:00:00;3;0,000;
14.10.2025 00:00:00;4;0,000;
15.10.2025 00:00:00;1;30,322;
15.10.2025 00:00:00;2;0,443;
15.10.2025 00:00:00;3;0,000;
15.10.2025 00:00:00;4;0,000;
23.10.2025 00:00:00;1;32,075;
23.10.2025 00:00:00;2;0,443;
23.10.2025 00:00:00;3;0,000;
23.10.2025 00:00:00;4;0,000;
24.10.2025 00:00:00;1;32,691;
24.10.2025 00:00:00;2;0,443;
24.10.2025 00:00:00;3;0,000;
24.10.2025 00:00:00;4;0,000;
25.10.2025 00:00:00;1;32,850;
25.10.2025 00:00:00;2;0,443;
25.10.2025 00:00:00;3;0,000;
25.10.2025 00:00:00;4;0,000;
26.10.2025 00:00:00;1;32,949;
26.10.2025 00:00:00;2;0,443;
26.10.2025 00:00:00;3;0,000;
26.10.2025 00:00:00;4;0,000;
27.10.2025 00:00:00;1;32,949;
27.10.2025 00:00:00;2;0,443;
27.10.2025 00:00:00;3;0,000;
27.10.2025 00:00:00;4;0,000;
28.10.2025 00:00:00;1;33,119;
28.10.2025 00:00:00;2;0,443;
28.10.2025 00:00:00;3;0,000;
28.10.2025 00:00:00;4;0,000;
29.10.2025 00:00:00;1;33,130;
29.10.2025 00:00:00;2;0,443;
29.10.2025 00:00:00;3;0,000;
29.10.2025 00:00:00;4;0,000;
30.10.2025 12:00:00;1;33,130;
30.10.2025 12:00:00;2;0,443;
30.10.2025 12:00:00;3;0,000;
30.10.2025 12:00:00;4;0,000;
31.10.2025 00:00:00;1;33,394;
31.10.2025 00:00:00;2;0,443;
31.10.2025 00:00:00;3;0,000;
31.10.2025 00:00:00;4;0,000;
01.11.2025 00:00:00;1;33,455;
01.11.2025 00:00:00;2;0,443;
01.11.2025 00:00:00;3;0,000;
01.11.2025 00:00:00;4;0,000;
02.11.2025 00:00:00;1;33,455;
02.11.2025 00:00:00;2;0,443;
02.11.2025 00:00:00;3;0,000;
02.11.2025 00:00:00;4;0,000;
03.11.2025 00:00:00;1;33,455;
03.11.2025 00:00:00;2;0,443;
03.11.2025 00:00:00;3;0,000;
03.11.2025 00:00:00;4;0,000;
04.11.2025 00:00:00;1;33,455;
04.11.2025 00:00:00;2;0,443;
04.11.2025 00:00:00;3;0,000;
04.11.2025 00:00:00;4;0,000;
05.11.2025 00:00:00;1;33,455;
05.11.2025 00:00:00;2;0,443;
05.11.2025 00:00:00;3;0,000;
05.11.2025 00:00:00;4;0,000;
06.11.2025 00:00:00;1;33,455;
06.11.2025 00:00:00;2;0,443;
06.11.2025 00:00:00;3;0,000;
06.11.2025 00:00:00;4;0,000;
07.11.2025 00:00:00;1;33,455;
07.11.2025 00:00:00;2;0,443;
07.11.2025 00:00:00;3;0,000;
07.11.2025 00:00:00;4;0,000;
08.11.2025 00:00:00;1;33,462;
08.11.2025 00:00:00;2;0,443;
08.11.2025 00:00:00;3;0,000;
08.11.2025 00:00:00;4;0,000;
09.11.2025 00:00:00;1;33,462;
09.11.2025 00:00:00;2;0,443;
09.11.2025 00:00:00;3;0,000;
09.11.2025 00:00:00;4;0,000;
10.11.2025 00:00:00;1;33,462;
10.11.2025 00:00:00;2;0,443;
10.11.2025 00:00:00;3;0,000;
10.11.2025 00:00:00;4;0,000;
11.11.2025 00:00:00;1;33,462;
11.11.2025 00:00:00;2;0,443;
11.11.2025 00:00:00;3;0,000;
11.11.2025 00:00:00;4;0,000;
13.11.2025 00:00:00;1;33,462;
13.11.2025 00:00:00;2;0,443;
13.11.2025 00:00:00;3;0,000;
13.11.2025 00:00:00;4;0,000;
14.11.2025 00:00:00;1;33,462;
14.11.2025 00:00:00;2;0,443;
14.11.2025 00:00:00;3;0,000;
14.11.2025 00:00:00;4;0,000;
15.11.2025 00:00:00;1;33,462;
15.11.2025 00:00:00;2;0,443;
15.11.2025 00:00:00;3;0,000;
15.11.2025 00:00:00;4;0,000;
16.11.2025 00:00:00;1;33,462;
16.11.2025 00:00:00;2;0,443;
16.11.2025 00:00:00;3;0,000;
16.11.2025 00:00:00;4;0,000;
17.11.2025 00:00:00;1;33,462;
17.11.2025 00:00:00;2;0,443;
17.11.2025 00:00:00;3;0,000;
17.11.2025 00:00:00;4;0,000;
18.11.2025 00:00:00;1;33,462;
18.11.2025 00:00:00;2;0,443;
18.11.2025 00:00:00;3;0,000;
18.11.2025 00:00:00;4;0,000;
19.11.2025 00:00:00;1;33,462;
19.11.2025 00:00:00;2;0,443;
19.11.2025 00:00:00;3;0,000;
19.11.2025 00:00:00;4;0,000;
20.11.2025 00:00:00;1;33,462;
20.11.2025 00:00:00;2;0,443;
20.11.2025 00:00:00;3;0,000;
20.11.2025 00:00:00;4;0,000;
21.11.2025 00:00:00;1;33,462;
21.11.2025 00:00:00;2;0,443;
21.11.2025 00:00:00;3;0,000;
21.11.2025 00:00:00;4;0,000;
22.11.2025 00:00:00;1;33,462;
22.11.2025 00:00:00;2;0,443;
22.11.2025 00:00:00;3;0,000;
22.11.2025 00:00:00;4;0,000;
23.11.2025 00:00:00;1;33,462;
23.11.2025 00:00:00;2;0,443;
23.11.2025 00:00:00;3;0,000;
23.11.2025 00:00:00;4;0,000;
24.11.2025 00:00:00;1;33,462;
24.11.2025 00:00:00;2;0,443;
24.11.2025 00:00:00;3;0,000;
24.11.2025 00:00:00;4;0,000;
25.11.2025 00:00:00;1;33,462;
25.11.2025 00:00:00;2;0,443;
25.11.2025 00:00:00;3;0,000;
25.11.2025 00:00:00;4;0,000;
26.11.2025 00:00:00;1;33,462;
26.11.2025 00:00:00;2;0,443;
26.11.2025 00:00:00;3;0,000;
26.11.2025 00:00:00;4;0,000;
02.12.2025 09:00:00;1;33,704;
02.12.2025 09:00:00;2;0,443;
02.12.2025 09:00:00;3;0,000;
02.12.2025 09:00:00;4;0,000;
03.12.2025 00:00:00;1;33,704;
03.12.2025 00:00:00;2;0,443;
03.12.2025 00:00:00;3;0,000;
03.12.2025 00:00:00;4;0,000;
04.12.2025 00:00:00;1;33,704;
04.12.2025 00:00:00;2;0,443;
04.12.2025 00:00:00;3;0,000;
04.12.2025 00:00:00;4;0,000;
05.12.2025 00:00:00;1;33,704;
05.12.2025 00:00:00;2;0,443;
05.12.2025 00:00:00;3;0,000;
05.12.2025 00:00:00;4;0,000;
06.12.2025 00:00:00;1;33,704;
06.12.2025 00:00:00;2;0,443;
06.12.2025 00:00:00;3;0,000;
06.12.2025 00:00:00;4;0,000;
07.12.2025 00:00:00;1;33,704;
07.12.2025 00:00:00;2;0,443;
07.12.2025 00:00:00;3;0,000;
07.12.2025 00:00:00;4;0,000;
08.12.2025 00:00:00;1;33,704;
08.12.2025 00:00:00;2;0,443;
08.12.2025 00:00:00;3;0,000;
08.12.2025 00:00:00;4;0,000;
09.12.2025 00:00:00;1;33,704;
09.12.2025 00:00:00;2;0,443;
09.12.2025 00:00:00;3;0,000;
09.12.2025 00:00:00;4;0,000;
10.12.2025 00:00:00;1;34,556;
10.12.2025 00:00:00;2;0,463;
10.12.2025 00:00:00;3;0,000;
10.12.2025 00:00:00;4;0,000;
11.12.2025 00:00:00;1;35,726;
11.12.2025 00:00:00;2;1,069;
11.12.2025 00:00:00;3;0,000;
11.12.2025 00:00:00;4;0,000;
12.12.2025 00:00:00;1;36,901;
12.12.2025 00:00:00;2;1,670;
